Experimento,RMSE,MAE,MAPE,R²,Melhor Estratégia,ROI Melhor Estratégia (%)
5 anos,0.6056045564634033,0.4284396501994124,4.566150955001158,0.6921210005304861,gap_0.7%,37.54246817970272
10 anos,0.45451875817063503,0.33237563037321566,2.8048344440869744,0.9670384808693833,mean_reversion,48.08240796852119
