idx,action,shares,price
9,BUY,191,26.057666778564453
10,SELL,191,25.94711685180664
19,BUY,192,25.883949279785156
20,SELL,192,25.826797485351562
60,BUY,180,27.5386905670166
61,SELL,180,27.333057403564453
209,BUY,166,29.537490844726562
210,SELL,166,29.34476089477539
