Experimento,RMSE,MAE,MAPE,R²,Melhor Estratégia,ROI Melhor Estratégia (%),ROI Buy & Hold (%)
5 anos,1.2568920516409934,0.9049620461448553,4.518558907655888,0.9254727217376506,trend_filter,-5.075078298187452,-1.0738096969604483
10 anos,1.2361840096344836,0.9619326721697463,3.9302387648492263,0.9277491097207444,gap_1%,-1.1311567596436034,5.917155679321295
