Data,Preço_Real,Preço_Previsto,Erro_Absoluto,Erro_Percentual
2023-01-30,15.032909393310547,15.323984,-0.2910747528076172,-1.9362502972122067
2023-01-31,15.2197265625,15.262249,-0.042522430419921875,-0.2793902390118704
2023-02-01,15.009557723999023,15.334385,-0.3248271942138672,-2.1641356806569707
2023-02-02,14.314835548400879,15.128625,-0.8137893676757812,-5.684936895881352
2023-02-03,14.472461700439453,14.631964,-0.1595020294189453,-1.102107110182244
2023-02-06,15.05042552947998,14.67996,0.3704652786254883,2.461493715907503
2023-02-07,14.957015991210938,15.116874,-0.15985774993896484,-1.0687810324793439
2023-02-08,15.208052635192871,15.099028,0.1090250015258789,0.7168899539023474
2023-02-09,15.137993812561035,15.25642,-0.11842632293701172,-0.7823118730484963
2023-02-10,15.599194526672363,15.148436,0.4507589340209961,2.889629546258069
2023-02-13,15.645899772644043,15.420529,0.2253704071044922,1.4404438886828317
2023-02-14,15.587523460388184,15.420665,0.16685867309570312,1.070463011778189
2023-02-15,15.61087703704834,15.37678,0.23409748077392578,1.4995793011395615
2023-02-16,15.675094604492188,15.438165,0.23692989349365234,1.5115053495482744
2023-02-17,15.435733795166016,15.439142,-0.0034084320068359375,-0.022081438123164255
2023-02-22,15.038750648498535,15.190939,-0.15218830108642578,-1.0119743630540228
2023-02-23,15.49995231628418,14.733067,0.7668857574462891,4.947665268883456
2023-02-24,15.120482444763184,14.8627405,0.25774192810058594,1.7045879920971179
2023-02-27,15.266430854797363,14.501533,0.7648983001708984,5.010328264975797
2023-02-28,14.7351713180542,14.461287,0.27388477325439453,1.8587145499884248
2023-03-01,14.770200729370117,14.094933,0.6752681732177734,4.571828004172091
2023-03-02,14.3848876953125,14.026987,0.35790061950683594,2.4880320728778607
2023-03-03,15.003717422485352,13.782438,1.2212791442871094,8.139843679385995
2023-03-06,15.155509948730469,14.1013975,1.054112434387207,6.955308253916635
2023-03-07,14.65343952178955,14.230647,0.4227924346923828,2.8852777811222663
2023-03-08,14.840254783630371,13.978068,0.8621864318847656,5.8097818700242625
2023-03-09,14.776039123535156,14.069146,0.7068929672241211,4.784049103512373
2023-03-10,14.583383560180664,14.024556,0.5588274002075195,3.8319461180008667
2023-03-13,14.12217903137207,13.88584,0.23633861541748047,1.6735279654255912
