Data,Preço_Real,Preço_Previsto,Erro_Absoluto,Erro_Percentual
2023-01-10,14.063796997070316,13.679003523585381,0.384793473484935,2.7360567957934316
2023-01-11,14.174721717834473,13.892387045190505,0.2823346726439677,1.9918180988959908
2023-01-12,14.379050254821777,14.04312197945251,0.33592827536926784,2.3362341004171663
2023-01-13,14.344023704528809,14.176999787099819,0.16702391742899003,1.1644146779836673
2023-01-16,14.034610748291017,14.237571801671494,-0.2029610533804771,-1.4461466514501764
2023-01-17,14.89863681793213,14.136752703746312,0.7618841141858184,5.113784056195047
2023-01-18,14.635926246643068,14.59021619116618,0.045710055476888556,0.31231405998218065
2023-01-19,15.114645004272463,14.450165177575856,0.6644798266966063,4.396264857750729
2023-01-20,15.394869804382324,14.753293427323571,0.6415763770587528,4.167468677624807
2023-01-23,15.640063285827637,14.919730580830107,0.7203327049975297,4.605689195965496
2023-01-24,15.529145240783691,15.18380364451025,0.34534159627344074,2.223828748580967
2023-01-25,15.72763442993164,15.207037421604698,0.5205970083269431,3.3100782615863853
2023-01-26,15.324811935424806,15.483393192315932,-0.15858125689112512,-1.0348006720040002
2023-01-27,14.957016944885256,15.26816531241059,-0.3111483675253339,-2.080283579753081
2023-01-30,15.032909393310547,15.098826505511399,-0.06591711220085195,-0.438485395449694
2023-01-31,15.219726562500002,15.121636953569807,0.09808960893019503,0.644489955370675
2023-02-01,15.009557723999023,15.171763426926988,-0.16220570292796488,-1.0806827616819887
2023-02-02,14.314836502075197,14.960942484486624,-0.6461059824114272,-4.513540775109534
2023-02-03,14.47246265411377,14.500569075301316,-0.02810642118754636,-0.19420620981569547
2023-02-06,15.050424575805666,14.548592260947887,0.5018323148577792,3.3343399206458306
2023-02-07,14.957016944885256,14.777481749744426,0.17953519514082927,1.2003409222734325
2023-02-08,15.208050727844238,14.693549575866088,0.5145011519781502,3.3830841386934365
2023-02-09,15.137996673583984,14.880099996072774,0.25789667751121037,1.7036380907735542
2023-02-10,15.599200248718262,15.007634033165461,0.5915662155528008,3.792285541057837
2023-02-13,15.64590358734131,15.355991702421422,0.2899118849198885,1.8529571226199335
2023-02-14,15.587523460388185,15.445644983272247,0.14187847711593804,0.9102053798121741
2023-02-15,15.610873222351074,15.511392503558797,0.09948071879227705,0.6372527492558469
2023-02-16,15.675092697143556,15.518189400581607,0.1569032965619499,1.0009720490555192
2023-02-17,15.435733795166016,15.61865709430697,-0.1829232991409544,-1.1850638367334385
2023-02-22,15.03874969482422,15.441849406915141,-0.40309971209092055,-2.680407083506766
2023-02-23,15.499951362609863,15.21014457452941,0.2898067880804529,1.8697270804316612
2023-02-24,15.120481491088867,15.394816729013089,-0.27433523792422143,-1.8143287175471141
2023-02-27,15.266431808471681,15.12432077745848,0.14211103101320077,0.9308726020335689
2023-02-28,14.735171318054201,15.132163667099464,-0.3969923490452629,-2.6941821067180256
2023-03-01,14.770200729370117,14.717216956973177,0.05298377239694041,0.35872073350759354
2023-03-02,14.384890556335451,14.682255321584195,-0.29736476524874433,-2.067202138828771
2023-03-03,15.003719329833984,14.314439929135348,0.689279400698636,4.594056883802444
2023-03-06,15.15550994873047,14.637014599601686,0.5184953491287843,3.421167290858576
2023-03-07,14.653440475463867,14.750741123135414,-0.09730064767154722,-0.6640123036939356
2023-03-08,14.840256690979006,14.55643823308185,0.283818457897155,1.9124902203994936
2023-03-09,14.776037216186523,14.695435034072718,0.08060218211380565,0.5454925494198767
2023-03-10,14.583381652832031,14.730350432066986,-0.146968779234955,-1.0077825756306273
2023-03-13,14.12217903137207,14.610803134287723,-0.4886241029156526,-3.459976692195916
2023-03-14,13.871142387390137,14.268392621489513,-0.397250234099376,-2.863860978462055
2023-03-15,13.625950813293459,14.094386920217291,-0.4684361069238321,-3.4378232634366066
