date,action,price,shares,capital,return_pct
2023-03-23,BUY,63.77434158325195,15.680287325186814,,
2023-03-24,SELL,63.04507827758789,,988.564941831472,-1.1435058168528078
2023-04-05,BUY,61.618614196777344,16.043284236716474,,
2023-04-06,SELL,61.50641632080078,,986.764919416424,-0.18208438706242003
2023-04-20,BUY,59.831512451171875,16.492394709589146,,
2023-04-24,SELL (SL),57.66777420043945,,951.0796941371091,-3.616385683878931
2023-04-25,BUY,56.09705352783203,16.954182694555247,,
2023-04-26,SELL,56.31343078613281,,954.7481937052876,0.3857194713327017
2023-05-04,BUY,53.58070373535156,17.818881185678833,,
2023-05-05,SELL,55.327728271484375,,985.8782163431038,3.2605479479362653
2023-05-11,BUY,54.50230026245117,18.0887450914125,,
2023-05-15,SELL,55.343753814697266,,1001.0990551559469,1.5438863097413158
2023-05-24,BUY,52.13019561767578,19.20382310663159,,
2023-05-25,SELL,51.969913482666016,,998.0210253880662,-0.3074650557333025
2023-05-31,BUY,51.136478424072266,19.51681179747122,,
2023-06-01,SELL,52.21834945678711,,1019.1356987226975,2.115654159332103
2023-06-20,BUY,54.181739807128906,18.809578694787607,,
2023-06-27,SELL,53.55665969848633,,1007.3782052286385,-1.1536730102571058
2023-07-05,BUY,52.3465690612793,19.24439792891403,,
2023-07-06,SELL,51.969913482666016,,1000.1296953916592,-0.7195420547473685
2023-07-20,BUY,54.00543975830078,18.51905474462758,,
2023-07-24,SELL,55.97684860229492,,1036.6383236976296,3.650389391915154
2023-07-25,BUY,57.707847595214844,17.96355897674458,,
2023-07-26,SELL,57.507503509521484,,1033.0394308986351,-0.3471695688576859
2023-07-27,BUY,56.43363571166992,18.305385039812574,,
2023-07-28,SELL (SL),54.19776916503906,,992.1110328649213,-3.961939574572726
2023-08-11,BUY,52.49883270263672,18.897773184490124,,
2023-08-14,SELL,51.10237121582031,,965.721020426189,-2.6599857843053853
2023-08-15,BUY,50.59877395629883,19.08585811308913,,
2023-08-16,SELL,50.400638580322266,,961.9394367531168,-0.3915813773426424
