Data,Preço_Real,Preço_Previsto,Erro_Absoluto,Erro_Percentual,Sinal,Posição,Capital_Acumulado
2023-01-16,14.947416305541992,15.195117,0.24770069122314453,1.6571472029671481,HOLD,0,1000.0
2023-01-17,15.82470417022705,15.319944,0.5047597885131836,3.189694942056799,BUY,1,1000.0
2023-01-18,16.05137062072754,15.491307,0.560063362121582,3.489193386378844,SELL,0,1014.3235821701453
2023-01-19,16.416555404663086,15.760591,0.6559648513793945,3.9957520637555257,BUY,1,1014.3235821701453
2023-01-20,16.819517135620117,16.027065,0.7924518585205078,4.711501835223707,SELL,0,1039.2212282564685
2023-01-23,16.69359588623047,16.317825,0.37577056884765625,2.250986374706761,BUY,1,1039.2212282564685
2023-01-24,16.60964012145996,16.610567,0.000926971435546875,0.005580924263068234,HOLD,1,1033.994756166295
2023-01-25,17.062969207763672,16.834118,0.228851318359375,1.341216265310069,SELL,0,1062.2157106618758
2023-01-26,17.054584503173828,17.018805,0.03577995300292969,0.2097966854382826,BUY,1,1062.2157106618758
2023-01-27,16.865694046020508,17.210522,0.34482765197753906,2.0445506187686466,HOLD,1,1050.450990674413
2023-01-30,17.13013458251953,17.365805,0.2356700897216797,1.375763211820703,HOLD,1,1066.9212185097992
2023-01-31,17.08396339416504,17.487806,0.4038429260253906,2.3638714079855827,HOLD,1,1064.0455247841066
2023-02-01,16.878284454345703,17.587631,0.7093467712402344,4.202718428872057,HOLD,1,1051.2351627850958
2023-02-02,16.55927276611328,17.64288,1.0836067199707031,6.543806212240096,HOLD,1,1031.366063830373
2023-02-03,16.454334259033203,17.674576,1.2202415466308594,7.415927787907697,HOLD,1,1024.8301478804347
2023-02-06,16.546674728393555,17.664759,1.1180839538574219,6.757151948716476,HOLD,1,1024.8301478804347
2023-02-07,16.32001304626465,17.62532,1.305307388305664,7.998200642397311,HOLD,1,1024.8301478804347
2023-02-08,16.706180572509766,17.58536,0.8791790008544922,5.262597258772556,HOLD,1,1024.8301478804347
2023-02-09,16.61803436279297,17.55052,0.9324855804443359,5.611286871160462,HOLD,1,1024.8301478804347
2023-02-10,16.9454402923584,17.51783,0.5723896026611328,3.377838479176335,HOLD,1,1024.8301478804347
2023-02-13,17.041988372802734,17.498396,0.4564075469970703,2.6781355380188496,HOLD,1,1024.8301478804347
2023-02-14,17.440750122070312,17.520754,0.08000373840332031,0.4587173019701714,HOLD,1,1024.8301478804347
2023-02-15,17.600257873535156,17.586596,0.013662338256835938,0.07762578454818825,HOLD,1,1024.8301478804347
2023-02-16,17.79754638671875,17.644377,0.1531696319580078,0.8606221814502992,SELL,0,1024.8301478804347
2023-02-17,17.97384262084961,17.700615,0.2732276916503906,1.5201406700504168,BUY,1,1024.8301478804347
2023-02-22,17.528900146484375,17.767923,0.23902320861816406,1.363595015207517,HOLD,1,999.4604775533414
2023-02-23,17.67161750793457,17.823578,0.1519603729248047,0.859912075714486,HOLD,1,1007.5979169270704
2023-02-24,17.332035064697266,17.85474,0.522705078125,3.015832106119328,HOLD,1,988.2356507238051
2023-02-27,17.09654426574707,17.868584,0.7720394134521484,4.515762960348248,HOLD,1,988.2356507238051
2023-02-28,17.25496482849121,17.852446,0.5974807739257812,3.46266005097401,HOLD,1,988.2356507238051
2023-03-01,16.69835090637207,17.827784,1.1294326782226562,6.763737835882141,HOLD,1,988.2356507238051
2023-03-02,16.026138305664062,17.773024,1.7468852996826172,10.900226033025195,SELL,0,988.2356507238051
2023-03-03,16.20596694946289,17.668346,1.4623794555664062,9.023709971313211,BUY,1,988.2356507238051
2023-03-06,16.574186325073242,17.5414,0.9672145843505859,5.835668583545454,HOLD,1,1010.6895725046013
2023-03-07,16.95524787902832,17.425053,0.4698047637939453,2.7708516392440328,HOLD,1,1033.9266069816524
2023-03-08,17.126514434814453,17.337793,0.21127891540527344,1.23363639583189,HOLD,1,1044.3703970209838
2023-03-09,16.754011154174805,17.293379,0.53936767578125,3.219334586910843,HOLD,1,1044.3703970209838
2023-03-10,16.437175750732422,17.267008,0.8298320770263672,5.048507660991523,HOLD,1,1044.3703970209838
2023-03-13,16.334415435791016,17.214085,0.879669189453125,5.3853729440825004,HOLD,1,1044.3703970209838
2023-03-14,16.20996856689453,17.1523,0.9423313140869141,5.813282796929221,HOLD,1,1044.3703970209838
2023-03-15,16.22726058959961,17.066889,0.8396282196044922,5.1741833747504336,HOLD,1,1044.3703970209838
