Date,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,adx,atr
2019-02-19,7.701137927647759,7.8559631975017945,7.69540351661447,7.850228786468506,17.876675738717488,70.3812945785097,0.14277050457903684,0.08490360498110444,0.0578668995979324,27.131094184426992,0.17207837985546362
2019-02-20,7.88463621029308,7.9305104135856945,7.704006603186368,7.752748012542725,17.82492341554196,65.40533353024132,0.15054776319768237,0.09803243662442003,0.05251532657326234,27.805289972856933,0.17596591060859668
2019-02-21,7.79288682210404,7.881768011429916,7.6896696042652355,7.855963706970215,17.656239496184426,67.9862157661046,0.1631591435717752,0.11105777801389106,0.052101365557884124,28.30937321826832,0.17711823179117409
2019-02-22,7.898971980083087,7.941979525734606,7.778552055358886,7.778552055358887,17.415613469008274,64.12241949129098,0.16500520278394326,0.1218472629679015,0.043157939816041754,29.026449386983362,0.1761403202614988
2019-02-25,7.741279809465164,7.749881428346606,7.635195364048768,7.655265808105469,17.80802172875802,58.427308230445504,0.15473634394951308,0.12842507916422383,0.02631126478528925,28.499914237909852,0.17379863247925734
2019-02-26,7.672465360381814,7.781416420659056,7.617989556811463,7.620856761932373,17.655053210562826,56.90812801441268,0.1421826834135791,0.13117660001409487,0.011006083399484223,28.166504925018735,0.17305779186270986
2019-02-27,7.6954051169161275,7.812957833226592,7.635194882272623,7.764216423034668,17.71000891991981,61.41013061001639,0.1421629772307531,0.13337387545742652,0.00878910177332659,28.015035095608486,0.17441802610781762
2019-02-28,7.9477132071452194,7.956314825449049,7.62659377989326,7.758481979370117,18.34880981697697,61.13499344483488,0.1400699985076539,0.134713100067472,0.00535689844018189,28.532266343676117,0.18551109892552992
2019-03-01,7.781419603851197,7.812958326219471,7.635195364048768,7.655265808105469,17.55267292857167,56.249907717085534,0.12860019241565102,0.1334905185371078,-0.0048903261214567895,29.01255250259606,0.18495766058589938
2019-03-06,7.612257476347767,7.672467708587647,7.589320375223914,7.6724677085876465,16.729132208013187,56.86847999409266,0.11952057922060089,0.13069653067380643,-0.011175951453205546,29.031711116090925,0.17768549435574466
2019-03-07,7.683935524197836,7.715474241422685,7.595054331039329,7.675334453582764,17.30701474461255,56.97764989704153,0.11127355048653342,0.12681193463635182,-0.015538384149818396,29.265185449994366,0.17359509550057406
2019-03-08,7.595053628886351,7.669599332885688,7.517640719325862,7.64666223526001,17.718783412235386,55.46552316952636,0.10125688605105765,0.12170092491929299,-0.020444038868235342,28.75959106906753,0.1724592839831689
2019-03-11,7.747013447015126,7.964916181772129,7.744146241008157,7.956314563751221,18.01635699924112,65.96942553825536,0.11695675765730851,0.1207520914668961,-0.0037953338095875894,29.618450730595786,0.18287318844952247
2019-03-12,7.967782775679502,8.01652363346273,7.812956944378939,7.8846354484558105,17.97887267359095,62.30600164592715,0.12220639421804425,0.12104295201712573,0.0011634422009185186,30.598017268026386,0.18435129563768451
