Experimento,RMSE,MAE,MAPE,R²,Melhor Estratégia,ROI Melhor Estratégia (%)
5 anos,0.5926887667402072,0.4592648871489129,2.9193501280376033,0.8915501512457327,always_in,77.9000052663801
10 anos,0.6180063225611804,0.46549145226534383,2.6700025058918233,0.9511549680954977,gap_0.7%,68.9475787775041
