Experimento,RMSE,MAE,MAPE,R²,Melhor Estratégia,ROI Melhor Estratégia (%),ROI Buy & Hold (%)
5 anos,0.8902878249830924,0.619653199030765,6.022222866119723,0.8508645838541969,mean_reversion,6.4193317476273215,-15.905818170928965
10 anos,0.6211915771303539,0.5003160461108307,3.6272848193152414,0.9410417600556551,mean_reversion,26.3932872678756,-11.108416643142704
