Experimento,RMSE,MAE,MAPE,R²,Melhor Estratégia,ROI Melhor Estratégia (%),ROI Buy & Hold (%)
5 anos,0.86813482529465,0.6731902614612637,4.244419355794335,0.8767353228378255,trend_filter,4.600258985710015,-10.15149526824951
10 anos,0.6350562103830603,0.5059141509239337,2.667594377098391,0.947196329100566,always_in,108.47355644359587,-3.209861132049552
