Experimento,RMSE,MAE,MAPE,R²,Melhor Estratégia,ROI Melhor Estratégia (%),ROI Buy & Hold (%)
5 anos,1.4864370621808756,1.2727540487969802,7.108408471180047,0.08719355141177398,trend_filter,15.929949535179034,44.73297580432891
10 anos,2.418634365467765,2.1962925325103595,12.449743923627032,-1.416717685267356,trend_filter,7.648656154060407,44.7329986925125
